ear,head_pose,mouth_ratio,label,source
0.344507,0.002889,0.002416,0,Looking Away
0.35206,0.002355,0.002296,0,Looking Away
0.35102,0.000437,0.001604,0,Looking Away
0.348151,0.003817,0.00103,0,Looking Away
0.360693,0.004342,0.002029,0,Looking Away
0.365703,0.004194,0.000412,0,Looking Away
0.362658,0.00039,0.00371,0,Looking Away
0.356979,0.001013,0.005325,0,Looking Away
0.34577,0.003278,0.001057,0,Looking Away
0.341342,0.010832,0.001586,0,Looking Away
0.359283,0.020907,0.001138,0,Looking Away
0.356092,0.030192,0.002352,0,Looking Away
0.343062,0.050836,0.004488,0,Looking Away
0.349413,0.084692,0.009537,0,Looking Away
0.360116,0.115578,0.009797,0,Looking Away
0.370565,0.17305,0.008019,0,Looking Away
0.376283,0.204003,0.013898,0,Looking Away
0.388675,0.239308,0.007428,0,Looking Away
0.407544,0.2753,0.008701,0,Looking Away
0.413589,0.287889,0.005279,0,Looking Away
0.42545,0.321013,0.004314,0,Looking Away
0.438035,0.315929,0.001705,0,Looking Away
0.433772,0.319807,0.002109,0,Looking Away
0.435836,0.324983,0.002684,0,Looking Away
0.430582,0.320759,0.000372,0,Looking Away
0.427369,0.325744,0.004646,0,Looking Away
0.436629,0.34871,0.000421,0,Looking Away
0.442094,0.359596,0.004066,0,Looking Away
0.432253,0.327416,0.003785,0,Looking Away
0.442822,0.324709,0.00117,0,Looking Away
0.429437,0.32723,0.002992,0,Looking Away
0.439027,0.328728,0.006887,0,Looking Away
0.44188,0.329791,0.003204,0,Looking Away
0.437079,0.341665,0.001071,0,Looking Away
0.449881,0.33897,0.002921,0,Looking Away
0.454126,0.346994,0.003237,0,Looking Away
0.47004,0.347812,0.002671,0,Looking Away
0.462282,0.364438,0.003316,0,Looking Away
0.455107,0.339067,0.001693,0,Looking Away
0.457383,0.350684,0.002633,0,Looking Away
0.463214,0.341817,0.006296,0,Looking Away
0.431582,0.34969,0.004608,0,Looking Away
0.267928,0.402676,0.009733,0,Looking Away
0.203699,0.390274,0.01013,0,Looking Away
0.453981,0.420091,0.01118,0,Looking Away
0.482696,0.491257,0.004071,0,Looking Away
0.48331,0.498029,0.005805,0,Looking Away
0.461643,0.507778,0.003346,0,Looking Away
0.511892,0.542299,0.01667,0,Looking Away
0.48967,0.525864,0.00601,0,Looking Away
0.479082,0.566367,0.008855,0,Looking Away
0.49478,0.573472,0.008231,0,Looking Away
0.494951,0.569083,0.002744,0,Looking Away
0.516101,0.609468,0.002845,0,Looking Away
0.523238,0.612914,0.005239,0,Looking Away
0.53758,0.571681,0.011976,0,Looking Away
0.548703,0.578542,0.011377,0,Looking Away
0.558399,0.616789,0.007946,0,Looking Away
0.537316,0.591327,0.00431,0,Looking Away
0.560855,0.589529,0.002081,0,Looking Away
0.560738,0.594946,0.003571,0,Looking Away
0.545501,0.660926,0.00395,0,Looking Away
0.547273,0.665521,0.001326,0,Looking Away
0.543635,0.665216,0.00665,0,Looking Away
0.542773,0.697223,0.004422,0,Looking Away
0.546765,0.770731,0.007345,0,Looking Away
0.566888,0.870062,0.012103,0,Looking Away
0.433794,0.926114,0.003637,0,Looking Away
0.601937,1.563524,0.123345,0,Looking Away
0.334758,1.18508,0.166415,0,Looking Away
0.372084,1.001148,0.12877,0,Looking Away
0.421534,1.050628,0.260648,0,Looking Away
0.457543,1.200457,0.049767,0,Looking Away
0.5239,1.701971,0.039655,0,Looking Away
0.442822,1.060625,0.022126,0,Looking Away
0.431205,0.879319,0.010882,0,Looking Away
0.491699,0.721549,0.002555,0,Looking Away
0.483487,0.752744,0.008852,0,Looking Away
0.438866,0.67275,0.008686,0,Looking Away
0.363071,0.078113,0.002529,0,Looking Away
0.355375,0.113822,0.001203,0,Looking Away
0.351699,0.162638,0.007583,0,Looking Away
0.347789,0.213444,0.007732,0,Looking Away
0.369678,0.281779,0.011409,0,Looking Away
0.365895,0.354222,0.008789,0,Looking Away
0.390199,0.41952,0.024158,0,Looking Away
0.383183,0.432588,0.01907,0,Looking Away
0.405639,0.469202,0.015338,0,Looking Away
0.404069,0.51593,0.00014,0,Looking Away
0.442913,0.563024,0.00308,0,Looking Away
0.504448,0.580325,0.009744,0,Looking Away
0.505452,0.577699,0.011385,0,Looking Away
0.530583,0.629631,0.010677,0,Looking Away
0.448775,0.5847,0.007552,0,Looking Away
0.465304,0.59532,0.009682,0,Looking Away
0.527276,0.626722,0.009717,0,Looking Away
0.49811,0.590237,0.014819,0,Looking Away
0.503709,0.628541,0.017286,0,Looking Away
0.48883,0.620107,0.021197,0,Looking Away
0.511109,0.645527,0.025563,0,Looking Away
0.503505,0.630232,0.019153,0,Looking Away
0.493075,0.614805,0.014271,0,Looking Away
0.513644,0.621999,0.01748,0,Looking Away
0.492479,0.606401,0.018296,0,Looking Away
0.529263,0.605505,0.016301,0,Looking Away
0.474163,0.603222,0.015219,0,Looking Away
0.452353,0.591114,0.014074,0,Looking Away
0.443,0.570277,0.009087,0,Looking Away
0.479604,0.567993,0.010323,0,Looking Away
0.489022,0.598904,0.010894,0,Looking Away
0.440256,0.593728,0.011275,0,Looking Away
0.421327,0.594951,0.001931,0,Looking Away
0.503691,0.623309,0.015079,0,Looking Away
0.539494,0.634971,0.019493,0,Looking Away
0.542418,0.632159,0.018262,0,Looking Away
0.432898,0.62275,0.013719,0,Looking Away
0.473554,0.629208,0.018011,0,Looking Away
0.443821,0.635872,0.018332,0,Looking Away
0.485617,0.679128,0.025124,0,Looking Away
0.422605,0.645,0.012361,0,Looking Away
0.423076,0.662143,0.014134,0,Looking Away
0.459621,0.719621,0.01912,0,Looking Away
0.465665,0.741748,0.020624,0,Looking Away
0.469094,0.800465,0.017984,0,Looking Away
0.458547,0.782338,0.011124,0,Looking Away
0.398766,0.811251,0.017267,0,Looking Away
0.45699,0.734214,0.013336,0,Looking Away
0.395959,0.837021,0.0286,0,Looking Away
0.464518,0.911614,0.02725,0,Looking Away
0.46523,0.951428,0.03273,0,Looking Away
0.402582,0.870023,0.030729,0,Looking Away
0.450022,1.054646,0.008268,0,Looking Away
0.446763,0.960422,0.02276,0,Looking Away
0.422899,0.880813,0.008631,0,Looking Away
0.502934,0.899448,0.01544,0,Looking Away
0.432941,0.79859,0.029783,0,Looking Away
0.401998,0.884067,0.020522,0,Looking Away
0.447416,0.78339,0.009289,0,Looking Away
0.5326,0.774206,0.007258,0,Looking Away
0.568511,0.914754,0.012196,0,Looking Away
0.467923,0.720152,0.013336,0,Looking Away
0.543142,0.73364,0.032219,0,Looking Away
0.451383,0.639487,0.046495,0,Looking Away
0.474838,0.645403,0.032712,0,Looking Away
0.508443,0.64692,0.056816,0,Looking Away
0.54674,0.641345,0.05279,0,Looking Away
0.559435,0.686936,0.054135,0,Looking Away
0.511119,0.66965,0.048896,0,Looking Away
0.429694,0.639496,0.042742,0,Looking Away
0.48064,0.666741,0.040798,0,Looking Away
0.415708,0.658414,0.071109,0,Looking Away
0.447924,0.649912,0.037409,0,Looking Away
0.491162,0.628941,0.04143,0,Looking Away
0.415234,0.625206,0.038512,0,Looking Away
0.389151,0.637357,0.025188,0,Looking Away
0.418962,0.644809,0.029231,0,Looking Away
0.473741,0.683817,0.043557,0,Looking Away
0.491802,0.68608,0.026987,0,Looking Away
0.470297,0.668158,0.031528,0,Looking Away
0.468602,0.694313,0.061207,0,Looking Away
0.431113,0.708249,0.081425,0,Looking Away
0.418238,0.666623,0.061288,0,Looking Away
0.415151,0.706679,0.074268,0,Looking Away
0.356097,0.614446,0.029295,0,Looking Away
0.335357,0.606139,0.040349,0,Looking Away
0.344337,0.595815,0.035501,0,Looking Away
0.245626,0.504627,0.006802,0,Looking Away
0.261251,0.475595,0.01151,0,Looking Away
0.173124,0.447021,0.009408,0,Looking Away
0.231906,0.443961,0.008017,0,Looking Away
0.210406,0.378082,0.001321,0,Looking Away
0.235558,0.401517,0.012406,0,Looking Away
0.23147,0.351283,0.005404,0,Looking Away
0.23281,0.28509,0.002981,0,Looking Away
0.246444,0.303586,0.006107,0,Looking Away
0.173714,0.297373,0.006009,0,Looking Away
0.181127,0.28668,0.003545,0,Looking Away
0.148718,0.297295,0.004182,0,Looking Away
0.127599,0.266901,0.003489,0,Looking Away
0.116703,0.250687,0.005282,0,Looking Away
0.170092,0.24065,0.002986,0,Looking Away
0.214178,0.212631,1e-05,0,Looking Away
0.172497,0.212413,0.000165,0,Looking Away
0.129459,0.203665,0.005853,0,Looking Away
0.146438,0.197623,0.000412,0,Looking Away
0.120375,0.185184,0.005627,0,Looking Away
0.105935,0.184309,0.000107,0,Looking Away
0.106829,0.181948,0.002528,0,Looking Away
0.131417,0.171324,0.000424,0,Looking Away
0.109935,0.155084,0.001026,0,Looking Away
0.130277,0.142278,0.004446,0,Looking Away
0.125412,0.161647,0.005363,0,Looking Away
0.225515,0.153896,0.004108,0,Looking Away
0.370432,0.378547,0.003954,0,Looking Away
0.389867,0.411641,0.007364,0,Looking Away
0.406639,0.429448,0.006085,0,Looking Away
0.381936,0.422962,0.01305,0,Looking Away
0.367175,0.451552,0.010344,0,Looking Away
0.344828,0.44861,0.009875,0,Looking Away
0.278142,0.451275,0.006885,0,Looking Away
0.346158,0.480972,0.010056,0,Looking Away
0.30368,0.477504,0.010365,0,Looking Away
0.340912,0.498077,0.007146,0,Looking Away
0.370736,0.517522,0.015899,0,Looking Away
0.373467,0.55871,0.017013,0,Looking Away
0.430938,0.555069,0.017358,0,Looking Away
0.375992,0.568228,0.009278,0,Looking Away
0.394847,0.562945,0.022902,0,Looking Away
0.418086,0.582906,0.023239,0,Looking Away
0.449071,0.584421,0.024654,0,Looking Away
0.453522,0.570249,0.037268,0,Looking Away
0.453486,0.662212,0.022988,0,Looking Away
0.455992,0.651098,0.035463,0,Looking Away
0.429429,0.712048,0.05578,0,Looking Away
0.433791,0.634867,0.024472,0,Looking Away
0.412715,0.599894,0.020236,0,Looking Away
0.453507,0.726306,0.03616,0,Looking Away
0.453001,0.749646,0.028328,0,Looking Away
0.412745,0.604091,0.02978,0,Looking Away
0.397445,0.692744,0.041409,0,Looking Away
0.412768,0.785983,0.066583,0,Looking Away
0.309208,0.551719,0.026895,0,Looking Away
0.352166,0.512001,0.023058,0,Looking Away
0.368601,0.469858,0.025154,0,Looking Away
0.460311,0.504308,0.014022,0,Looking Away
0.395538,0.515095,0.010355,0,Looking Away
0.422954,0.517856,0.020284,0,Looking Away
0.382465,0.51029,0.018141,0,Looking Away
0.397898,0.487864,0.001038,0,Looking Away
0.421488,0.55043,0.019187,0,Looking Away
0.434633,0.576815,0.009126,0,Looking Away
0.375128,0.541697,0.017117,0,Looking Away
0.417579,0.543924,0.015125,0,Looking Away
0.406168,0.504929,0.005626,0,Looking Away
0.397753,0.52415,0.017967,0,Looking Away
0.397709,0.601701,0.015761,0,Looking Away
0.434582,0.588816,0.01803,0,Looking Away
0.4562,0.568837,0.015689,0,Looking Away
0.452789,0.633851,0.014007,0,Looking Away
0.47537,0.635479,0.007292,0,Looking Away
0.488388,0.681739,0.012221,0,Looking Away
0.419921,0.606546,0.015254,0,Looking Away
0.437637,0.604001,0.00698,0,Looking Away
0.478228,0.590976,0.012574,0,Looking Away
0.446758,0.597499,0.00966,0,Looking Away
0.539995,0.644334,0.014168,0,Looking Away
0.515321,0.677936,0.004723,0,Looking Away
0.493245,0.621054,0.019519,0,Looking Away
0.51959,0.616964,0.005005,0,Looking Away
0.545974,0.621519,0.00323,0,Looking Away
0.553567,0.662577,0.013859,0,Looking Away
0.580144,0.622328,0.01207,0,Looking Away
0.586859,0.658281,0.004132,0,Looking Away
0.58711,0.652419,0.010933,0,Looking Away
0.552628,0.617505,0.000567,0,Looking Away
0.566169,0.622797,0.000383,0,Looking Away
0.598201,0.647943,0.000395,0,Looking Away
0.53761,0.632396,0.007973,0,Looking Away
0.575399,0.601131,0.01747,0,Looking Away
0.539299,0.610736,0.00269,0,Looking Away
0.54996,0.629856,0.009178,0,Looking Away
0.524002,0.595149,0.006755,0,Looking Away
0.526537,0.58981,0.013543,0,Looking Away
0.508883,0.555756,0.016957,0,Looking Away
0.496733,0.579425,0.016455,0,Looking Away
0.517345,0.615927,7.8e-05,0,Looking Away
0.558671,0.592776,0.004261,0,Looking Away
0.524159,0.639996,0.000673,0,Looking Away
0.526253,0.578554,0.0078,0,Looking Away
0.552575,0.615174,0.011224,0,Looking Away
0.530968,0.626844,0.013186,0,Looking Away
0.507871,0.599098,0.01739,0,Looking Away
0.541518,0.576332,0.008926,0,Looking Away
0.560587,0.581931,0.018021,0,Looking Away
0.51385,0.588519,0.011916,0,Looking Away
0.502274,0.596448,0.002902,0,Looking Away
0.544849,0.596804,0.002472,0,Looking Away
0.621805,0.619915,0.002464,0,Looking Away
0.5473,0.575326,0.00979,0,Looking Away
0.554463,0.604321,0.004378,0,Looking Away
0.521349,0.613061,0.013264,0,Looking Away
0.553,0.646915,0.006216,0,Looking Away
0.493015,0.585276,0.036286,0,Looking Away
0.514366,0.578695,0.029086,0,Looking Away
0.558611,0.660052,0.008912,0,Looking Away
0.536023,0.674954,0.001318,0,Looking Away
0.523183,0.650828,0.010124,0,Looking Away
0.494612,0.597261,0.014322,0,Looking Away
0.543367,0.611149,0.016742,0,Looking Away
0.529143,0.645439,0.003394,0,Looking Away
0.555453,0.63182,0.022908,0,Looking Away
0.533581,0.615427,0.015712,0,Looking Away
0.538785,0.624313,0.024811,0,Looking Away
0.549974,0.619355,0.005609,0,Looking Away
0.573148,0.625194,0.013132,0,Looking Away
0.559541,0.598825,0.007136,0,Looking Away
0.466065,0.580059,0.009359,0,Looking Away
0.385595,0.617423,0.004441,0,Looking Away
0.341112,0.353746,0.006913,0,Looking Away
0.343291,0.282759,0.005632,0,Looking Away
0.346391,0.226387,0.00311,0,Looking Away
0.319737,0.173126,0.011456,0,Looking Away
0.351972,0.115848,0.005839,0,Looking Away
0.334707,0.092893,0.006647,0,Looking Away
0.321684,0.079998,0.002582,0,Looking Away
0.31659,0.057274,0.002314,0,Looking Away
0.306884,0.059248,0.00384,0,Looking Away
0.292962,0.047939,0.004246,0,Looking Away
0.331155,0.064498,0.004568,0,Looking Away
0.313301,0.063978,0.010457,0,Looking Away
0.333868,0.031725,0.001365,1,Confused
0.328093,0.042212,0.000506,1,Confused
0.330709,0.049013,0.004001,1,Confused
0.325113,0.045899,0.001003,1,Confused
0.336955,0.043669,0.003145,1,Confused
0.351551,0.047907,0.007429,1,Confused
0.341788,0.037909,0.003283,1,Confused
0.326367,0.018827,0.004924,1,Confused
0.351951,0.01739,0.010176,1,Confused
0.188154,0.010929,0.014796,1,Confused
0.14021,0.008834,0.01505,1,Confused
0.209655,0.010985,0.027841,1,Confused
0.234859,0.011718,0.014687,1,Confused
0.249047,0.021514,0.035474,1,Confused
0.265021,0.033962,0.082874,1,Confused
0.260607,0.034696,0.102075,1,Confused
0.27062,0.044723,0.053149,1,Confused
0.265688,0.040562,0.024808,1,Confused
0.260608,0.04577,0.017886,1,Confused
0.272284,0.043763,0.046134,1,Confused
0.267801,0.031849,0.014307,1,Confused
0.283302,0.036242,0.046275,1,Confused
0.307463,0.032833,0.010862,1,Confused
0.304573,0.034362,0.013559,1,Confused
0.308339,0.042342,0.023464,1,Confused
0.312038,0.036604,0.020527,1,Confused
0.320957,0.042504,0.023554,1,Confused
0.325586,0.041495,0.031684,1,Confused
0.325345,0.038229,0.02442,1,Confused
0.327747,0.046955,0.02248,1,Confused
0.328002,0.042203,0.015878,1,Confused
0.317339,0.040404,0.009225,1,Confused
0.311214,0.040988,0.006001,1,Confused
0.314912,0.040324,0.005325,1,Confused
0.33348,0.044461,0.001778,1,Confused
0.330287,0.043628,0.000584,1,Confused
0.323126,0.045402,0.002383,1,Confused
0.327208,0.05228,0.002571,1,Confused
0.347495,0.047804,0.002183,1,Confused
0.347158,0.043154,0.004506,1,Confused
0.337328,0.032682,0.002657,1,Confused
0.304837,0.03864,0.002772,1,Confused
0.306204,0.03245,0.001671,1,Confused
0.322604,0.034213,0.003863,1,Confused
0.311783,0.035111,0.004414,1,Confused
0.307066,0.039316,0.002938,1,Confused
0.289772,0.032608,0.007753,1,Confused
0.294132,0.033913,0.008359,1,Confused
0.299289,0.027792,0.010886,1,Confused
0.3017,0.028984,0.004582,1,Confused
0.298069,0.025044,0.002977,1,Confused
0.280005,0.028959,0.004962,1,Confused
0.287275,0.029971,0.000286,1,Confused
0.296856,0.026542,0.000833,1,Confused
0.301731,0.030022,0.004819,1,Confused
0.2823,0.031645,0.014133,1,Confused
0.288867,0.029259,0.015173,1,Confused
0.290461,0.037511,0.022104,1,Confused
0.289282,0.030212,0.008163,1,Confused
0.282879,0.024932,0.012169,1,Confused
0.293414,0.026116,0.007216,1,Confused
0.28539,0.031605,0.011412,1,Confused
0.289935,0.042241,0.021453,1,Confused
0.282802,0.048356,0.01208,1,Confused
0.281205,0.048909,0.00505,1,Confused
0.185948,0.058321,0.003681,1,Confused
0.166549,0.052509,0.009216,1,Confused
0.143814,0.054642,0.007572,1,Confused
0.256552,0.046602,0.004345,1,Confused
0.312422,0.075625,0.002426,1,Confused
0.310019,0.093775,0.00224,1,Confused
0.31223,0.099457,0.000421,1,Confused
0.312141,0.113038,0.001675,1,Confused
0.249517,0.14562,0.005558,1,Confused
0.264636,0.099457,0.009369,1,Confused
0.291402,0.065581,0.001975,1,Confused
0.262283,0.041738,0.014615,1,Confused
0.25408,0.018158,0.012257,1,Confused
0.240153,0.012378,0.002196,1,Confused
0.238874,0.003426,0.001604,1,Confused
0.254314,0.002143,2.1e-05,1,Confused
0.232689,0.00055,0.003388,1,Confused
0.255695,0.012594,0.00481,1,Confused
0.231404,0.008418,0.006916,1,Confused
0.228116,0.011268,0.004718,1,Confused
0.255347,0.014056,0.004059,1,Confused
0.244788,0.016881,0.005064,1,Confused
0.256248,0.021839,0.004274,1,Confused
0.233091,0.023716,0.002998,1,Confused
0.235253,0.016581,0.000112,1,Confused
0.224836,0.01392,0.003741,1,Confused
0.235105,0.017231,0.002567,1,Confused
0.229753,0.017768,0.007872,1,Confused
0.202304,0.017784,0.002982,1,Confused
0.221493,0.025593,0.001129,1,Confused
0.234579,0.020056,0.000783,1,Confused
0.224463,0.029427,0.003672,1,Confused
0.181364,0.031651,0.001384,1,Confused
0.164667,0.036147,0.001251,1,Confused
0.187732,0.039006,0.000784,1,Confused
0.169024,0.031587,0.001312,1,Confused
0.193737,0.041298,0.00169,1,Confused
0.177637,0.035748,0.000486,1,Confused
0.191744,0.032355,0.00301,1,Confused
0.189977,0.032485,7e-05,1,Confused
0.213798,0.041557,0.004109,1,Confused
0.211284,0.039161,0.003975,1,Confused
0.21167,0.030023,0.003417,1,Confused
0.182971,0.031428,0.000422,1,Confused
0.189,0.030193,0.003821,1,Confused
0.174179,0.031026,0.000972,1,Confused
0.172265,0.036552,0.002985,1,Confused
0.169988,0.028669,0.000805,1,Confused
0.156718,0.030665,9.1e-05,1,Confused
0.167473,0.022146,0.005778,1,Confused
0.19717,0.023972,0.008994,1,Confused
0.1621,0.020516,0.004935,1,Confused
0.200778,0.023699,0.006093,1,Confused
0.240038,0.024361,0.006712,1,Confused
0.228504,0.017043,0.022906,1,Confused
0.212575,0.01499,0.017959,1,Confused
0.207992,0.00817,0.057739,1,Confused
0.216004,0.016247,0.031546,1,Confused
0.212229,0.016562,0.075131,1,Confused
0.217511,0.01459,0.105338,1,Confused
0.18323,0.01636,0.207937,1,Confused
0.210643,0.022814,0.231866,1,Confused
0.204216,0.018845,0.213506,1,Confused
0.174741,0.009538,0.217702,1,Confused
0.142176,0.001682,0.172183,1,Confused
0.170873,0.00832,0.145041,1,Confused
0.184614,0.004241,0.111653,1,Confused
0.155119,0.006606,0.121271,1,Confused
0.188992,0.008792,0.134897,1,Confused
0.212283,0.010188,0.158001,1,Confused
0.227934,0.011958,0.085586,1,Confused
0.227477,0.00946,0.044456,1,Confused
0.246287,0.005175,0.049911,1,Confused
0.220119,0.001138,0.043147,1,Confused
0.222834,0.00297,0.018902,1,Confused
0.211794,0.000496,0.020217,1,Confused
0.23285,0.008885,0.01747,1,Confused
0.24137,0.003562,0.017995,1,Confused
0.198921,0.001522,0.011557,1,Confused
0.207992,0.006011,0.014074,1,Confused
0.201896,0.001457,0.018471,1,Confused
0.227627,0.003618,0.000919,1,Confused
0.186883,0.005015,0.005178,1,Confused
0.128355,0.004444,0.006122,1,Confused
0.0829,0.004803,0.003167,1,Confused
0.142802,0.004848,0.003372,1,Confused
0.157549,2e-06,0.004932,1,Confused
0.163804,0.004077,0.000258,1,Confused
0.137456,0.008048,0.003041,1,Confused
0.15925,0.008751,0.005043,1,Confused
0.161893,0.013042,0.004986,1,Confused
0.156186,0.006471,0.001939,1,Confused
0.177318,0.003331,0.012264,1,Confused
0.173092,0.004626,0.002946,1,Confused
0.176681,0.01319,6.1e-05,1,Confused
0.21601,0.005732,0.002052,1,Confused
0.212511,0.002406,0.010718,1,Confused
0.214156,0.008547,0.04521,1,Confused
0.20364,0.017729,0.022751,1,Confused
0.214212,0.006897,0.008032,1,Confused
0.209762,0.016466,0.030444,1,Confused
0.1987,0.01808,0.013738,1,Confused
0.227582,0.014411,0.016203,1,Confused
0.18612,0.010949,0.025071,1,Confused
0.121349,0.004052,0.04375,1,Confused
0.128087,0.001911,0.016212,1,Confused
0.202497,0.006077,0.011029,1,Confused
0.25358,0.008581,0.010016,1,Confused
0.261651,0.008493,0.005009,1,Confused
0.247741,0.017709,0.004739,1,Confused
0.241643,0.015574,0.006783,1,Confused
0.183297,0.007868,0.004691,1,Confused
0.190084,0.013928,0.005709,1,Confused
0.206721,0.006101,0.006907,1,Confused
0.193361,0.01393,0.01286,1,Confused
0.199345,0.013052,0.02225,1,Confused
0.250955,0.021735,0.029196,1,Confused
0.252375,0.015988,0.026618,1,Confused
0.236641,0.020705,0.005462,1,Confused
0.22011,0.026317,0.016405,1,Confused
0.213109,0.018861,0.008519,1,Confused
0.221947,0.022249,0.007431,1,Confused
0.221318,0.022248,0.008347,1,Confused
0.222794,0.023582,0.038352,1,Confused
0.23696,0.030703,0.006602,1,Confused
0.24134,0.032753,0.005888,1,Confused
0.237478,0.02919,0.005641,1,Confused
0.243516,0.029303,0.001984,1,Confused
0.251399,0.024535,0.008112,1,Confused
0.252018,0.022762,0.003989,1,Confused
0.275507,0.029647,0.005375,1,Confused
0.260191,0.022786,0.008749,1,Confused
0.267422,0.02845,0.009525,1,Confused
0.270075,0.032608,0.004928,1,Confused
0.275262,0.033066,0.010009,1,Confused
0.271353,0.021078,0.017355,1,Confused
0.27292,0.024783,0.008956,1,Confused
0.269327,0.027286,0.016294,1,Confused
0.270233,0.034404,0.003556,1,Confused
0.277353,0.02351,0.025626,1,Confused
0.285195,0.019597,0.006246,1,Confused
0.273408,0.027417,0.001279,1,Confused
0.277539,0.028658,0.004707,1,Confused
0.263737,0.023367,0.006784,1,Confused
0.272899,0.029161,0.012173,1,Confused
0.266316,0.029815,0.006102,1,Confused
0.259955,0.038932,0.005087,1,Confused
0.260228,0.041524,0.010287,1,Confused
0.269537,0.048528,0.012364,1,Confused
0.281261,0.057574,0.00606,1,Confused
0.280361,0.069672,0.007239,1,Confused
0.261855,0.078183,0.010366,1,Confused
0.277868,0.079902,0.009577,1,Confused
0.297887,0.084715,0.006165,1,Confused
0.310112,0.096527,0.007653,1,Confused
0.310109,0.100493,0.009999,1,Confused
0.293457,0.108025,0.007763,1,Confused
0.306369,0.108901,0.008871,1,Confused
0.313948,0.108954,0.00838,1,Confused
0.288551,0.113045,0.005447,1,Confused
0.292888,0.114751,0.004699,1,Confused
0.299723,0.11633,0.003197,1,Confused
0.291339,0.118689,7.8e-05,1,Confused
0.294657,0.121919,0.004043,1,Confused
0.287762,0.112943,0.011264,1,Confused
0.287458,0.114649,0.006795,1,Confused
0.301585,0.121006,0.009658,1,Confused
0.304297,0.116334,0.011465,1,Confused
0.299728,0.122751,0.009944,1,Confused
0.30111,0.117166,0.012294,1,Confused
0.290695,0.113186,0.007125,1,Confused
0.289842,0.114751,0.011584,1,Confused
0.283262,0.114727,0.014746,1,Confused
0.283706,0.116577,0.007803,1,Confused
0.269997,0.098216,0.003975,1,Confused
0.281645,0.100717,0.001697,1,Confused
0.276686,0.074645,0.003889,1,Confused
0.274314,0.058721,0.007361,1,Confused
0.253818,0.046359,0.005608,1,Confused
0.267018,0.026478,0.002206,1,Confused
0.241333,0.020978,0.003273,1,Confused
0.248104,0.00834,0.002013,1,Confused
0.259602,0.009777,0.002357,1,Confused
0.236403,0.008711,0.008043,1,Confused
0.262784,0.002844,0.003993,1,Confused
0.267187,0.01491,0.005775,1,Confused
0.248627,0.029996,0.005182,1,Confused
0.26927,0.02604,0.004594,1,Confused
0.282123,0.023863,0.003428,1,Confused
0.284905,0.017263,0.004352,1,Confused
0.289606,0.007944,0.004289,1,Confused
0.301315,0.006058,0.004252,1,Confused
0.298089,0.02675,0.034624,1,Confused
0.292291,0.019749,0.00813,1,Confused
0.284909,0.033276,0.017949,1,Confused
0.283277,0.026301,0.024545,1,Confused
0.285402,0.031136,0.020786,1,Confused
0.273418,0.026646,0.01323,1,Confused
0.272905,0.026302,0.011435,1,Confused
0.265165,0.041433,0.012487,1,Confused
0.173388,0.03277,0.014957,1,Confused
0.212613,0.036802,0.023833,1,Confused
0.248808,0.036889,0.022764,1,Confused
0.273666,0.03137,0.00786,1,Confused
0.260666,0.030483,0.003394,1,Confused
0.252124,0.02118,0.002268,1,Confused
0.255476,0.040707,0.008085,1,Confused
0.257562,0.033591,0.009446,1,Confused
0.23905,0.036132,0.00239,1,Confused
0.255678,0.035013,0.002064,1,Confused
0.252778,0.0269,3.6e-05,1,Confused
0.270681,0.034142,0.000979,1,Confused
0.261217,0.034261,0.00664,1,Confused
0.264306,0.031433,0.007658,1,Confused
0.255756,0.026244,0.006895,1,Confused
0.279139,0.027743,0.007184,1,Confused
0.262819,0.028485,0.006602,1,Confused
0.247697,0.028034,0.005759,1,Confused
0.254784,0.039378,0.002769,1,Confused
0.231265,0.036795,0.006858,1,Confused
0.244258,0.034697,0.000503,1,Confused
0.25434,0.04083,0.003663,1,Confused
0.241317,0.047727,0.006443,1,Confused
0.238549,0.041634,0.003927,1,Confused
0.25076,0.040463,0.006101,1,Confused
0.262025,0.040851,0.003764,1,Confused
0.23991,0.048694,0.00379,1,Confused
0.233496,0.041592,0.005407,1,Confused
0.254659,0.03831,0.000341,1,Confused
0.259338,0.043643,0.001073,1,Confused
0.256401,0.044411,0.002449,1,Confused
0.256169,0.04029,0.006225,1,Confused
0.264088,0.043887,0.003975,1,Confused
0.242825,0.039221,0.004966,1,Confused
0.261956,0.039031,0.007889,1,Confused
0.248099,0.038866,0.004888,1,Confused
0.240982,0.036964,0.004899,1,Confused
0.236922,0.039245,0.005362,1,Confused
0.249558,0.04115,0.006658,1,Confused
0.251716,0.040367,0.00327,1,Confused
0.258452,0.045454,0.005951,1,Confused
0.264693,0.044043,0.004218,1,Confused
0.268684,0.049673,0.006272,1,Confused
0.262009,0.043184,0.009743,1,Confused
0.269595,0.05124,0.008924,1,Confused
0.241527,0.040771,0.007634,1,Confused
0.254708,0.045301,0.013229,1,Confused
0.261115,0.024714,0.008776,1,Confused
0.252883,0.037566,0.010314,1,Confused
0.266125,0.041668,0.012737,1,Confused
0.265438,0.046786,0.013594,1,Confused
0.275843,0.043875,0.009256,1,Confused
0.242341,0.028231,0.012457,1,Confused
0.248365,0.032067,0.01276,1,Confused
0.23759,0.025173,0.018631,1,Confused
0.259953,0.020384,0.019483,1,Confused
0.270695,0.014356,0.006835,1,Confused
0.274339,0.008697,0.023703,1,Confused
0.255547,0.000622,0.038438,1,Confused
0.217362,0.001566,0.039192,1,Confused
